GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2021
" ""25009""","Essex, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,51359386
" ""25011""","Franklin, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2742108
" ""25011""","Franklin, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.56
" ""25011""","Franklin, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3315373
" ""25013""","Hampden, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,20639756
" ""25013""","Hampden, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.462
" ""25013""","Hampden, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,25304527
" ""25015""","Hampshire, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,6889418
" ""25015""","Hampshire, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,111.128
" ""25015""","Hampshire, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,8569630
" ""25017""","Middlesex, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,173443523
" ""25017""","Middlesex, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,129.895
" ""25017""","Middlesex, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,197522150
" ""25019""","Nantucket, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1332979
" ""25019""","Nantucket, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,121.72
" ""25019""","Nantucket, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1649243
" ""25021""","Norfolk, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,50038163
" ""25021""","Norfolk, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.895
" ""25021""","Norfolk, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,60035566
" ""25023""","Plymouth, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,23767184
" ""25023""","Plymouth, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,113.368
" ""25023""","Plymouth, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,29466847
" ""25025""","Suffolk, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,126231838
" ""25025""","Suffolk, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,128.365
" ""25025""","Suffolk, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,159718533
" ""25027""","Worcester, MA",1,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,40762031
" ""25027""","Worcester, MA",1,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,109.597
" ""25027""","Worcester, MA",1,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,49447248
" ""26000""",Michigan,3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,481778025
" ""26000""",Michigan,3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,113.979
" ""26000""",Michigan,3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,572205845
" ""26001""","Alcona, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,193731
" ""26001""","Alcona, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.66
" ""26001""","Alcona, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,240322
" ""26003""","Alger, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,229279
" ""26003""","Alger, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.71
" ""26003""","Alger, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,286794
" ""26005""","Allegan, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,4308063
" ""26005""","Allegan, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.041
" ""26005""","Allegan, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5356947
" ""26007""","Alpena, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1001364
" ""26007""","Alpena, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.888
" ""26007""","Alpena, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1259550
" ""26009""","Antrim, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,545616
" ""26009""","Antrim, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,111.575
" ""26009""","Antrim, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,672681
" ""26011""","Arenac, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,383974
" ""26011""","Arenac, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.872
" ""26011""","Arenac, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,469599
" ""26013""","Baraga, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,255386
" ""26013""","Baraga, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.638
" ""26013""","Baraga, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,326601
" ""26015""","Barry, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1530171
" ""26015""","Barry, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.021
" ""26015""","Barry, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1788497
" ""26017""","Bay, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,3427207
" ""26017""","Bay, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,96.471
" ""26017""","Bay, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,4158772
" ""26019""","Benzie, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,490018
" ""26019""","Benzie, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,123.383
" ""26019""","Benzie, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,606958
" ""26021""","Berrien, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,6916916
" ""26021""","Berrien, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,109.015
" ""26021""","Berrien, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,8455695
" ""26023""","Branch, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1414352
" ""26023""","Branch, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,115.534
" ""26023""","Branch, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1722756
" ""26025""","Calhoun, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,6494551
" ""26025""","Calhoun, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.9
" ""26025""","Calhoun, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,7528043
" ""26027""","Cass, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1032342
" ""26027""","Cass, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,111.908
" ""26027""","Cass, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1291322
" ""26029""","Charlevoix, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1125767
" ""26029""","Charlevoix, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,122.313
" ""26029""","Charlevoix, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1322572
" ""26031""","Cheboygan, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,560665
" ""26031""","Cheboygan, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.606
" ""26031""","Cheboygan, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,703509
" ""26033""","Chippewa, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1027176
" ""26033""","Chippewa, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,96.609
" ""26033""","Chippewa, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1293193
" ""26035""","Clare, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,986488
" ""26035""","Clare, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.676
" ""26035""","Clare, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1177596
" ""26037""","Clinton, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2081915
" ""26037""","Clinton, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,118.942
" ""26037""","Clinton, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2517174
" ""26039""","Crawford, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,391917
" ""26039""","Crawford, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,109.339
" ""26039""","Crawford, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,524725
" ""26041""","Delta, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1119129
" ""26041""","Delta, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,96.077
" ""26041""","Delta, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1382462
" ""26043""","Dickinson, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1271903
" ""26043""","Dickinson, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.29
" ""26043""","Dickinson, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1608488
" ""26045""","Eaton, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5120452
" ""26045""","Eaton, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,132.199
" ""26045""","Eaton, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5823802
" ""26047""","Emmet, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1662006
" ""26047""","Emmet, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,115.606
" ""26047""","Emmet, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2010148
" ""26049""","Genesee, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,14845962
" ""26049""","Genesee, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,113.415
" ""26049""","Genesee, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,17234628
" ""26051""","Gladwin, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,418114
" ""26051""","Gladwin, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.194
" ""26051""","Gladwin, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,514897
" ""26053""","Gogebic, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,427495
" ""26053""","Gogebic, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,100.527
" ""26053""","Gogebic, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,543605
" ""26055""","Grand Traverse, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,4871789
" ""26055""","Grand Traverse, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.738
" ""26055""","Grand Traverse, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5884805
" ""26057""","Gratiot, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1306503
" ""26057""","Gratiot, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.887
" ""26057""","Gratiot, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1588777
" ""26059""","Hillsdale, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1544537
" ""26059""","Hillsdale, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,120.4
" ""26059""","Hillsdale, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1777043
" ""26061""","Houghton, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1050615
" ""26061""","Houghton, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.267
" ""26061""","Houghton, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1314688
" ""26063""","Huron, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1439236
" ""26063""","Huron, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.855
" ""26063""","Huron, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1666025
" ""26065""","Ingham, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,15834048
" ""26065""","Ingham, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.181
" ""26065""","Ingham, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,19128164
" ""26067""","Ionia, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1628928
" ""26067""","Ionia, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,109.653
" ""26067""","Ionia, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1865061
" ""26069""","Iosco, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,808510
" ""26069""","Iosco, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,123.64
" ""26069""","Iosco, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1009636
" ""26071""","Iron, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,282197
" ""26071""","Iron, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,94.913
" ""26071""","Iron, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,365696
" ""26073""","Isabella, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2143559
" ""26073""","Isabella, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.922
" ""26073""","Isabella, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2719955
" ""26075""","Jackson, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,6337930
" ""26075""","Jackson, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,124.5
" ""26075""","Jackson, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,7651976
" ""26077""","Kalamazoo, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,13094094
" ""26077""","Kalamazoo, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,118.83
" ""26077""","Kalamazoo, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,15946455
" ""26079""","Kalkaska, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,518010
" ""26079""","Kalkaska, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.784
" ""26079""","Kalkaska, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,627961
" ""26081""","Kent, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,40111238
" ""26081""","Kent, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,123.21
" ""26081""","Kent, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,48054133
" ""26083""","Keweenaw, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,48534
" ""26083""","Keweenaw, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.341
" ""26083""","Keweenaw, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,61379
" ""26085""","Lake, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,214811
" ""26085""","Lake, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.549
" ""26085""","Lake, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,268225
" ""26087""","Lapeer, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2255916
" ""26087""","Lapeer, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.516
" ""26087""","Lapeer, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2739432
" ""26089""","Leelanau, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,745463
" ""26089""","Leelanau, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.985
" ""26089""","Leelanau, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,916326
" ""26091""","Lenawee, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2861990
" ""26091""","Lenawee, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,111.72
" ""26091""","Lenawee, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3450312
" ""26093""","Livingston, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,6834026
" ""26093""","Livingston, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.431
" ""26093""","Livingston, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,8206974
" ""26095""","Luce, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,141733
" ""26095""","Luce, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,91.804
" ""26095""","Luce, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,176871
" ""26097""","Mackinac, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,418260
" ""26097""","Mackinac, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,110.524
" ""26097""","Mackinac, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,520652
" ""26099""","Macomb, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,37532821
" ""26099""","Macomb, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.029
" ""26099""","Macomb, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,43954735
" ""26101""","Manistee, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,798512
" ""26101""","Manistee, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,109.333
" ""26101""","Manistee, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,986546
" ""26103""","Marquette, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2861030
" ""26103""","Marquette, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,92.643
" ""26103""","Marquette, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3302709
" ""26105""","Mason, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,918129
" ""26105""","Mason, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.639
" ""26105""","Mason, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1117428
" ""26107""","Mecosta, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1187109
" ""26107""","Mecosta, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,111.763
" ""26107""","Mecosta, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1449306
" ""26109""","Menominee, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,667289
" ""26109""","Menominee, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.069
" ""26109""","Menominee, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,792083
" ""26111""","Midland, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,4807138
" ""26111""","Midland, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.371
" ""26111""","Midland, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5836461
" ""26113""","Missaukee, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,398736
" ""26113""","Missaukee, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,124.869
" ""26113""","Missaukee, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,475190
" ""26115""","Monroe, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5393210
" ""26115""","Monroe, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.658
" ""26115""","Monroe, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6716820
" ""26117""","Montcalm, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1508365
" ""26117""","Montcalm, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.802
" ""26117""","Montcalm, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1832048
" ""26119""","Montmorency, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,238437
" ""26119""","Montmorency, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.569
" ""26119""","Montmorency, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,274619
" ""26121""","Muskegon, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5725808
" ""26121""","Muskegon, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.049
" ""26121""","Muskegon, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6795782
" ""26123""","Newaygo, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1248859
" ""26123""","Newaygo, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,105.416
" ""26123""","Newaygo, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1483148
" ""26125""","Oakland, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,100384284
" ""26125""","Oakland, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.767
" ""26125""","Oakland, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,117962375
" ""26127""","Oceana, MI",3,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,552037
" ""26127""","Oceana, MI",3,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,86.834
" ""26127""","Oceana, MI",3,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,671427
