GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
" ""33000""",New Hampshire,1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,46983,49088,50719,50428,51993,54166,55681,57882,60338,63934,67883,72214,73910
" ""33001""","Belknap, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2647041,2810359,2954754,3022305,3098835,3280600,3392163,3527052,3725775,4010517,4376543,4601505,4733706
" ""33001""","Belknap, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,60153,60601,60924,60940,61209,61518,62106,62458,63018,63397,63775,64612,64781
" ""33001""","Belknap, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,44005,46375,48499,49595,50627,53327,54619,56471,59122,63260,68625,71217,73072
" ""33003""","Carroll, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2035224,2150912,2239444,2305874,2346201,2474228,2580743,2749186,2855413,3073987,3317972,3629323,3710382
" ""33003""","Carroll, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,47859,47816,47943,47874,47897,47970,48156,48917,49542,49703,50235,51725,52199
" ""33003""","Carroll, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,42525,44983,46711,48165,48984,51579,53591,56201,57636,61847,66049,70166,71081
" ""33005""","Cheshire, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,3116666,3263118,3349149,3320114,3440830,3617413,3655862,3754663,3899773,4033056,4400832,5008433,4824273
" ""33005""","Cheshire, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,77071,77004,77026,76888,76645,76552,76296,76285,76177,76162,76541,76821,77350
" ""33005""","Cheshire, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40439,42376,43481,43181,44893,47254,47917,49219,51194,52954,57496,65196,62369
" ""33007""","Coos, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1142616,1157869,1166545,1165573,1200960,1256590,1266605,1312979,1364169,1406215,1537973,1658422,1652012
" ""33007""","Coos, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,32970,32514,31984,31958,32795,32359,31933,31429,31503,31435,31227,31411,31504
" ""33007""","Coos, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34656,35611,36473,36472,36620,38833,39664,41776,43303,44734,49251,52797,52438
" ""33009""","Grafton, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,4062586,4180341,4372610,4345924,4633330,4888497,4998458,5122120,5430258,5874200,6299573,6731642,6855914
" ""33009""","Grafton, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,89144,89362,89778,90127,90240,89810,90505,90515,90591,90801,91177,90474,91126
" ""33009""","Grafton, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,45573,46780,48705,48220,51345,54432,55229,56589,59943,64693,69092,74404,75236
" ""33011""","Hillsborough, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,19066109,20105642,20922251,20763451,21484828,22240561,22965825,23893774,24993383,26414949,28018649,29643657,30613013
" ""33011""","Hillsborough, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,401162,403323,405328,406704,409149,411330,414107,416477,418261,421513,422883,424496,426594
" ""33011""","Hillsborough, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,47527,49850,51618,51053,52511,54070,55459,57371,59755,62667,66256,69833,71761
" ""33013""","Merrimack, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,7902729,7881081,7903900,7625472,7607782,7642619,7994966,8266028,8581545,9113256,9903093,10386209,10720636
" ""33013""","Merrimack, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,146427,147056,147441,147978,148809,149460,150071,151016,152081,152845,154022,154591,156020
" ""33013""","Merrimack, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,53970,53592,53607,51531,51124,51135,53275,54736,56427,59624,64297,67185,68713
" ""33015""","Rockingham, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,15484451,16598202,17458884,17534362,18409984,19608236,20310194,21655137,22712223,24462088,25696512,27795019,28968183
" ""33015""","Rockingham, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,295376,296622,298941,300606,302919,304616,306713,309266,310998,312599,314603,318214,319424
" ""33015""","Rockingham, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,52423,55957,58402,58330,60775,64370,66219,70021,73030,78254,81679,87347,90689
" ""33017""","Strafford, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,4724959,4957427,5110577,5181218,5449878,5769487,5981312,6249753,6532347,6961278,7483507,7965489,8232006
" ""33017""","Strafford, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,123193,124105,124728,124972,126471,126950,128211,129716,129679,130306,131055,131534,132275
" ""33017""","Strafford, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38354,39945,40974,41459,43092,45447,46652,48180,50373,53423,57102,60558,62234
" ""33019""","Sullivan, NH",1,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1698494,1783997,1839941,1857475,1957824,2001338,2082848,2130268,2258844,2356797,2547367,2777150,2811792
" ""33019""","Sullivan, NH",1,CAINC1,2,...,Population (persons) 1/,Number of persons,43739,43483,43194,43003,43090,43068,42961,42905,43025,43073,43069,43627,43958
" ""33019""","Sullivan, NH",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38832,41027,42597,43194,45436,46469,48482,49651,52501,54716,59146,63657,63965
" ""34000""",New Jersey,2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,448931100,469252907,484600001,488591296,509357588,530303097,545301738,566237088,591910410,624819804,657894366,705095171,714990176
" ""34000""",New Jersey,2,CAINC1,2,...,Population (persons) 1/,Number of persons,8809058,8876959,8933292,8984801,9033845,9076577,9119862,9174898,9218858,9258804,9271689,9267961,9261699
" ""34000""",New Jersey,2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,50962,52862,54247,54380,56383,58425,59793,61716,64206,67484,70957,76079,77199
" ""34001""","Atlantic, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,10614431,11066928,11258603,11414061,11626811,11742848,11828874,12142939,12619513,13462043,14677214,15778937,15413028
" ""34001""","Atlantic, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,274943,276084,277274,278140,277553,276237,274324,273651,273295,274085,274172,275130,275638
" ""34001""","Atlantic, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38606,40085,40605,41037,41890,42510,43120,44374,46175,49116,53533,57351,55918
" ""34003""","Bergen, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,59470693,62403387,65282802,64950562,67172514,70448449,72046631,74672799,78821904,82869454,84358030,90383200,92572219
" ""34003""","Bergen, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,906894,915051,921783,927974,933917,939423,943829,950448,953401,955240,953617,954879,952997
" ""34003""","Bergen, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,65576,68197,70822,69992,71926,74991,76334,78566,82674,86752,88461,94654,97138
" ""34005""","Burlington, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,21736885,22499326,22898552,23080613,23908179,24812155,25520889,26193549,27081703,28319603,30177389,32331893,32836141
" ""34005""","Burlington, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,449507,452171,454136,453986,456355,455968,456683,457341,458065,460365,461648,464411,466103
" ""34005""","Burlington, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,48357,49758,50422,50840,52389,54416,55883,57274,59122,61516,65369,69619,70448
" ""34007""","Camden, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,21271936,22114081,22360403,22538996,23342161,24177442,25044099,25859392,26850242,27862195,29718047,31983569,31751272
" ""34007""","Camden, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,513697,514686,515373,515366,515432,516430,517438,518449,520316,521793,523074,524124,524907
" ""34007""","Camden, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,41410,42966,43387,43734,45287,46816,48400,49878,51604,53397,56814,61023,60489
" ""34009""","Cape May, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,4335612,4448837,4568742,4617833,4763802,4929704,5071537,5316888,5542473,5933687,6542215,7034972,6846399
" ""34009""","Cape May, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,97314,96984,97098,96732,96513,96236,96085,95893,95556,95548,95040,95768,95634
" ""34009""","Cape May, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,44553,45872,47053,47738,49359,51225,52782,55446,58002,62102,68836,73458,71590
" ""34011""","Cumberland, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,5183595,5328370,5267750,5261857,5412547,5578016,5617449,5759043,5885069,6207251,6762503,7311328,7082126
" ""34011""","Cumberland, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,156845,157926,158482,158240,158937,158321,157420,156217,156020,155394,153692,152089,151356
" ""34011""","Cumberland, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33049,33740,33239,33252,34055,35232,35684,36866,37720,39945,44000,48073,46791
" ""34013""","Essex, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,39824782,41503902,41886700,42552337,44519547,46331468,47613020,49452069,50534850,54197232,58351749,63950732,64504533
" ""34013""","Essex, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,785456,792823,798191,805701,813810,821613,830312,840783,850474,858463,859924,854121,849477
" ""34013""","Essex, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,50703,52350,52477,52814,54705,56391,57344,58817,59420,63133,67857,74873,75934
" ""34015""","Gloucester, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,12208158,12626212,13018661,13268168,13704940,14353508,14675877,15232822,15877715,16612700,17684552,18989435,19133365
" ""34015""","Gloucester, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,289389,290861,291930,292957,294707,295929,296638,297875,299504,300540,302554,304620,306601
" ""34015""","Gloucester, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,42186,43410,44595,45290,46504,48503,49474,51138,53013,55276,58451,62338,62405
" ""34017""","Hudson, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,27812317,28818131,30118101,30914183,33344477,35887692,37331116,40199694,43335608,46292525,46668857,51146832,51155489
" ""34017""","Hudson, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,636801,651544,663129,672796,681002,690400,699694,709180,713831,720763,721832,703447,703366
" ""34017""","Hudson, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,43675,44231,45418,45949,48964,51981,53353,56685,60708,64227,64653,72709,72730
" ""34019""","Hunterdon, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,8918219,9188848,9497721,9458691,9827922,10040361,10331265,10534845,10943878,11548572,12009432,12726403,13242918
" ""34019""","Hunterdon, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,127426,127864,127584,127779,127643,127715,127522,128034,128639,128985,128786,129668,129777
" ""34019""","Hunterdon, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,69987,71864,74443,74024,76995,78615,81016,82282,85074,89534,93251,98146,102044
" ""34021""","Mercer, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,19451396,20537134,21519905,21128676,22502381,22826259,23339279,24076932,25257430,26838906,28137302,29799059,30209069
" ""34021""","Mercer, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,368192,369792,372950,375805,377236,378400,380010,382551,384767,386045,386441,382116,380688
" ""34021""","Mercer, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,52829,55537,57702,56222,59651,60323,61418,62938,65643,69523,72811,77984,79354
" ""34023""","Middlesex, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,38004630,41056867,43156494,42046335,43313452,44666908,45889512,47500041,49764242,52412203,55848432,60303844,61118860
" ""34023""","Middlesex, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,811757,820019,828038,834359,840817,845898,849661,855334,857962,860602,861314,862328,861418
" ""34023""","Middlesex, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,46818,50068,52119,50394,51514,52804,54009,55534,58003,60902,64841,69931,70951
" ""34025""","Monmouth, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,36371559,38134228,39464304,39891499,41751628,43631873,45004573,46791314,48923699,52372063,55656459,58981569,60790515
" ""34025""","Monmouth, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,631077,632265,633302,635081,636185,637266,638630,640181,641398,642703,642771,646392,644098
" ""34025""","Monmouth, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,57634,60314,62315,62813,65628,68467,70470,73091,76277,81487,86588,91247,94381
" ""34027""","Morris, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,36369913,37984624,39264439,39891828,41184238,43035157,44425368,45747789,47571689,49133007,51243502,54954469,57042676
" ""34027""","Morris, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,493069,497046,499681,501921,502599,503840,505108,507090,507977,508244,508384,510444,511151
" ""34027""","Morris, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,73762,76421,78579,79478,81943,85414,87952,90216,93649,96672,100797,107660,111597
" ""34029""","Ocean, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,23263467,24241400,24921055,25171662,26173002,27423899,28564201,29724561,30901886,33185109,36360846,38585418,38906205
" ""34029""","Ocean, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,578145,581791,585202,589695,594461,599535,605902,612833,621529,630036,638422,649741,655735
" ""34029""","Ocean, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40238,41667,42585,42686,44028,45742,47143,48504,49719,52672,56954,59386,59332
" ""34031""","Passaic, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,20004421,20744181,20993866,21229129,22166464,22699096,22987230,23595874,24609957,26146164,28022722,30038687,29328889
" ""34031""","Passaic, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,502569,506068,508610,511165,514122,516483,518211,520923,521979,522882,523406,518345,513936
" ""34031""","Passaic, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39804,40991,41277,41531,43115,43949,44359,45296,47147,50004,53539,57951,57067
" ""34033""","Salem, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2671381,2749439,2674594,2675189,2714174,2824844,2833343,2881552,2967112,3131478,3370402,3582567,3532590
" ""34033""","Salem, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,66046,66195,65992,65610,65393,65042,64779,64704,64777,64572,64842,65058,65117
" ""34033""","Salem, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40447,41535,40529,40774,41506,43431,43739,44534,45805,48496,51979,55067,54250
" ""34035""","Somerset, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,22453696,23229291,24487945,25851195,27289382,28773788,29791860,31433106,33057139,34062387,35615970,37004662,38417397
" ""34035""","Somerset, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,324498,328185,330919,334077,335967,337841,339746,341992,343708,344494,344725,346331,346875
" ""34035""","Somerset, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,69195,70781,74000,77381,81226,85170,87689,91912,96178,98877,103317,106848,110753
" ""34037""","Sussex, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,7093656,7306010,7467113,7500530,7762658,7908640,8073392,8298473,8638286,9096590,9653621,10237523,10470040
" ""34037""","Sussex, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,148968,148728,147976,147065,146448,145270,144619,144285,144425,144552,143915,145645,146084
" ""34037""","Sussex, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,47619,49123,50462,51001,53006,54441,55825,57514,59812,62930,67079,70291,71671
" ""34039""","Union, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,27088214,28350790,29474232,30117465,31677305,32826487,33879480,35232244,36934777,39066366,40544459,43123901,43656824
" ""34039""","Union, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,537792,542217,547150,552116,556019,559838,564655,568486,572238,574361,573617,572810,569815
" ""34039""","Union, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,50369,52287,53869,54549,56972,58636,60000,61976,64544,68017,70682,75285,76616
" ""34041""","Warren, NJ",2,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,4782139,4920921,5018019,5030487,5200004,5384503,5432743,5591162,5791238,6070269,6490663,6846171,6979621
" ""34041""","Warren, NJ",2,CAINC1,2,...,Population (persons) 1/,Number of persons,108673,108659,108492,108236,108729,108892,108596,108648,108997,109137,109513,110494,110926
" ""34041""","Warren, NJ",2,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,44005,45288,46252,46477,47825,49448,50027,51461,53132,55621,59268,61960,62921
" ""35000""",New Mexico,6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,69499817,73017732,74610808,73079820,77265995,79130787,80782293,82354111,86179472,91139619,98783205,108248253,110303006
" ""35000""",New Mexico,6,CAINC1,2,...,Population (persons) 1/,Number of persons,2064892,2082110,2090254,2096509,2095037,2096003,2099630,2101053,2103101,2110146,2118390,2116677,2113344
" ""35000""",New Mexico,6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33658,35069,35695,34858,36880,37753,38475,39197,40977,43191,46631,51141,52194
" ""35001""","Bernalillo, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,23579167,24589583,24767516,24340911,25764648,26704864,27714720,28287347,29242032,30921979,33882675,36820728,37353443
" ""35001""","Bernalillo, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,663825,669775,672673,674929,674095,673919,674884,674822,673990,674974,676803,674980,672508
" ""35001""","Bernalillo, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35520,36713,36820,36064,38221,39626,41066,41918,43386,45812,50063,54551,55543
" ""35003""","Catron, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,96173,102610,102900,99269,106775,110031,107351,111343,113761,116528,135822,145050,151011
" ""35003""","Catron, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,3748,3715,3632,3583,3546,3475,3518,3550,3515,3498,3611,3726,3827
" ""35003""","Catron, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25660,27620,28331,27706,30111,31664,30515,31364,32364,33313,37613,38929,39459
" ""35005""","Chaves, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2084231,2273956,2310534,2257272,2440068,2364042,2353560,2433005,2505750,2585651,2807080,3015428,3053649
" ""35005""","Chaves, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,65733,65780,65887,66186,66038,66101,65975,65428,64867,65009,65148,64644,63894
" ""35005""","Chaves, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31708,34569,35068,34105,36949,35764,35674,37186,38629,39774,43088,46647,47792
" ""35006""","Cibola, NM*",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,628568,645461,652290,653644,674050,713461,715711,716147,743626,771775,868532,921878,921250
" ""35006""","Cibola, NM*",6,CAINC1,2,...,Population (persons) 1/,Number of persons,27337,27584,27586,27653,27465,27426,27515,27446,27391,27345,27102,27238,26950
" ""35006""","Cibola, NM*",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,22993,23400,23646,23637,24542,26014,26012,26093,27149,28224,32047,33845,34184
" ""35007""","Colfax, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,444465,486366,470201,459936,479461,476048,475128,472165,480635,497068,550878,605590,615787
" ""35007""","Colfax, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,13736,13677,13343,13207,12881,12649,12515,12471,12428,12439,12353,12356,12246
" ""35007""","Colfax, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32358,35561,35240,34825,37222,37635,37965,37861,38674,39960,44595,49012,50285
" ""35009""","Curry, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1819334,1941682,2025000,1988929,2075202,1991621,2023581,2059356,2057288,2148710,2339337,2461687,2551319
" ""35009""","Curry, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,48967,49780,50727,50660,50954,50101,50046,49559,49041,48667,48370,47960,47532
" ""35009""","Curry, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37154,39005,39920,39260,40727,39752,40434,41554,41950,44151,48363,51328,53676
" ""35011""","De Baca, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,62056,82051,77911,75557,86645,79414,80813,78964,80523,84927,90628,90679,94895
" ""35011""","De Baca, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,2031,2002,1959,1933,1867,1880,1841,1814,1785,1746,1683,1679,1693
" ""35011""","De Baca, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30554,40985,39771,39088,46409,42241,43896,43530,45111,48641,53849,54008,56051
" ""35013""","Doña Ana, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,6412335,6604691,6688302,6515500,6768371,7084337,7322279,7515865,7740464,8225505,8993528,10118335,10130839
" ""35013""","Doña Ana, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,210066,212973,214179,213887,213413,213373,213885,215315,216434,217687,220047,221655,223337
" ""35013""","Doña Ana, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30525,31012,31228,30462,31715,33202,34235,34906,35764,37786,40871,45649,45361
" ""35015""","Eddy, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2340606,2468236,2736466,2636744,2929948,2846427,2650859,2706466,3135226,3547297,3679704,3950210,4074383
" ""35015""","Eddy, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,53996,54505,55208,56835,58242,59675,59959,59769,60763,61856,62329,60899,60400
" ""35015""","Eddy, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,43348,45285,49566,46393,50306,47699,44211,45282,51598,57348,59037,64865,67457
" ""35017""","Grant, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,894598,947815,980072,975392,1010014,1048262,1039574,1048587,1106010,1156333,1242531,1360338,1437371
" ""35017""","Grant, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,29417,29507,29543,29517,29405,29012,28820,28541,28253,28026,28203,27892,27686
" ""35017""","Grant, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30411,32122,33174,33045,34348,36132,36071,36740,39147,41259,44057,48772,51917
" ""35019""","Guadalupe, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,120055,129795,125937,127039,136537,142840,143861,139153,146792,149586,168832,193715,184281
" ""35019""","Guadalupe, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,4701,4648,4633,4593,4520,4444,4495,4544,4463,4434,4440,4432,4310
" ""35019""","Guadalupe, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25538,27925,27183,27659,30207,32142,32005,30623,32891,33736,38025,43708,42757
" ""35021""","Harding, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,23129,30387,34378,27532,33984,27808,26118,23012,25181,26260,28691,28126,29004
" ""35021""","Harding, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,691,715,705,696,701,730,699,698,667,656,655,636,628
" ""35021""","Harding, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33472,42499,48763,39557,48479,38093,37365,32968,37753,40030,43803,44223,46185
" ""35023""","Hidalgo, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,137182,153455,163123,166007,173529,171418,167528,166737,175324,181056,196146,205539,212600
" ""35023""","Hidalgo, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,4866,4851,4794,4643,4572,4465,4356,4336,4270,4244,4166,4090,4003
" ""35023""","Hidalgo, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,28192,31634,34026,35754,37955,38391,38459,38454,41059,42662,47083,50254,53110
" ""35025""","Lea, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2197718,2521994,2865113,2718225,2870067,2884009,2626203,2755243,3264191,3522618,3399530,3487606,3827278
" ""35025""","Lea, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,64658,65437,66931,69462,71289,72878,71916,70907,71691,73594,74635,73103,72452
" ""35025""","Lea, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33990,38541,42807,39133,40260,39573,36518,38857,45531,47866,45549,47708,52825
" ""35027""","Lincoln, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,638531,672452,736529,702368,749339,777664,764991,759877,788844,826979,935989,1018710,1025707
" ""35027""","Lincoln, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,20460,20456,20283,20102,19757,19544,19637,19752,19894,20052,20313,20421,20411
" ""35027""","Lincoln, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31209,32873,36313,34940,37928,39790,38957,38471,39652,41242,46078,49885,50253
" ""35028""","Los Alamos, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1097707,1152669,1135407,1075918,1112066,1138602,1219528,1259761,1335105,1393028,1480995,1601898,1661557
" ""35028""","Los Alamos, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,17994,18234,18242,17961,17818,17832,18221,18755,18992,19353,19415,19340,19187
" ""35028""","Los Alamos, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,61004,63215,62241,59903,62413,63852,66930,67169,70298,71980,76281,82828,86598
" ""35029""","Luna, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,671858,680338,674638,673123,698613,726544,729479,719157,749976,782071,910455,988947,963336
" ""35029""","Luna, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,25119,25296,25263,25085,25063,25152,25307,25232,25121,25135,25447,25486,25749
" ""35029""","Luna, NM",6,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,26747,26895,26705,26834,27874,28886,28825,28502,29855,31115,35778,38804,37413
" ""35031""","McKinley, NM",6,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1693088,1747341,1748850,1709829,1772450,1857189,1885207,1889827,1966532,2055002,2321360,2517057,2437786
" ""35031""","McKinley, NM",6,CAINC1,2,...,Population (persons) 1/,Number of persons,71718,72565,72786,73272,73586,74446,74180,73778,73461,73133,72578,71484,69830
